,file,accuracy,balacc,f1score,cosine,jaccard,logloss,person
108,ILSVRC2012_val_00030263.JPEG,0.875,0.7142857142857143,0.5,0.5,0.3333333333333333,4.505456673639644,Joachim
109,ILSVRC2012_val_00030540.JPEG,0.8125,0.4642857142857143,0.0,0.0,0.0,6.758185010459466,Joachim
110,ILSVRC2012_val_00030756.JPEG,0.9375,0.9666666666666667,0.6666666666666666,0.7071067811865475,0.5,2.252728336819822,Joachim
111,ILSVRC2012_val_00036975.JPEG,0.75,0.717948717948718,0.5,0.5163977794943222,0.3333333333333333,9.010913347279288,Joachim
112,ILSVRC2012_val_00039246.JPEG,0.75,0.7090909090909091,0.6,0.6,0.42857142857142855,9.010913347279288,Joachim
113,ILSVRC2012_val_00040002.JPEG,0.8125,0.6785714285714286,0.4,0.40824829046386313,0.25,6.758185010459466,Joachim
114,ILSVRC2012_val_00040676.JPEG,0.8125,0.7564102564102564,0.5714285714285715,0.5773502691896258,0.4,6.758185010459466,Joachim
115,ILSVRC2012_val_00040913.JPEG,0.75,0.6666666666666667,0.5,0.5,0.3333333333333333,9.010913347279288,Joachim
116,ILSVRC2012_val_00041922.JPEG,0.9375,0.8333333333333333,0.8,0.8164965809277261,0.6666666666666666,2.252728336819822,Joachim
117,ILSVRC2012_val_00046002.JPEG,0.75,0.5897435897435898,0.3333333333333333,0.33333333333333326,0.2,9.010913347279288,Joachim
118,ILSVRC2012_val_00049179.JPEG,0.75,0.46153846153846156,0.0,0.0,0.0,9.010913347279288,Joachim
119,ILSVRC2012_val_00049472.JPEG,0.75,0.42857142857142855,0.0,0.0,0.0,9.010913347279288,Joachim
120,ILSVRC2012_val_00001470.JPEG,0.75,0.42857142857142855,0.0,0.0,0.0,9.010913347279288,Spyros
121,ILSVRC2012_val_00003768.JPEG,0.6875,0.39285714285714285,0.0,0.0,0.0,11.26364168409911,Spyros
122,ILSVRC2012_val_00003808.JPEG,0.9375,0.75,0.6666666666666666,0.7071067811865475,0.5,2.252728336819822,Spyros
123,ILSVRC2012_val_00007306.JPEG,0.8125,0.6282051282051282,0.4,0.40824829046386313,0.25,6.758185010459466,Spyros
124,ILSVRC2012_val_00009634.JPEG,0.8125,0.6785714285714286,0.4,0.40824829046386313,0.25,6.758185010459466,Spyros
125,ILSVRC2012_val_00010411.JPEG,0.75,0.5897435897435898,0.3333333333333333,0.33333333333333326,0.2,9.010913347279288,Spyros
126,ILSVRC2012_val_00014415.JPEG,0.4375,0.45833333333333337,0.30769230769230765,0.33333333333333326,0.18181818181818182,20.274555031378398,Spyros
127,ILSVRC2012_val_00015178.JPEG,0.625,0.5,0.25,0.25,0.14285714285714285,13.516370020918933,Spyros
128,ILSVRC2012_val_00015410.JPEG,0.875,0.7142857142857143,0.5,0.5,0.3333333333333333,4.505456673639644,Spyros
129,ILSVRC2012_val_00017515.JPEG,0.8125,0.7564102564102564,0.5714285714285715,0.5773502691896258,0.4,6.758185010459466,Spyros
130,ILSVRC2012_val_00018867.JPEG,0.8125,0.625,0.4,0.5,0.25,6.758185010459466,Spyros
131,ILSVRC2012_val_00021683.JPEG,0.8125,0.4642857142857143,0.0,0.0,0.0,6.758185010459466,Spyros
132,ILSVRC2012_val_00021882.JPEG,0.6875,0.5416666666666667,0.28571428571428575,0.28867513459481287,0.16666666666666666,11.26364168409911,Spyros
133,ILSVRC2012_val_00023283.JPEG,0.875,0.7142857142857143,0.5,0.5,0.3333333333333333,4.505456673639644,Spyros
134,ILSVRC2012_val_00023750.JPEG,0.75,0.42857142857142855,0.0,0.0,0.0,9.010913347279288,Spyros
135,ILSVRC2012_val_00025106.JPEG,0.9375,0.8333333333333333,0.8,0.8164965809277261,0.6666666666666666,2.252728336819822,Spyros
136,ILSVRC2012_val_00026219.JPEG,0.75,0.42857142857142855,0.0,0.0,0.0,9.010913347279288,Spyros
137,ILSVRC2012_val_00030117.JPEG,0.8125,0.6282051282051282,0.4,0.40824829046386313,0.25,6.758185010459466,Spyros
138,ILSVRC2012_val_00030263.JPEG,0.875,0.7142857142857143,0.5,0.5,0.3333333333333333,4.505456673639644,Spyros
139,ILSVRC2012_val_00030540.JPEG,0.875,0.5,0.0,1.0,0.0,4.505456673639644,Spyros
140,ILSVRC2012_val_00030756.JPEG,1.0,1.0,1.0,1.0,1.0,2.220446049250313e-16,Spyros
141,ILSVRC2012_val_00036975.JPEG,0.9375,0.8333333333333333,0.8,0.8164965809277261,0.6666666666666666,2.252728336819822,Spyros
142,ILSVRC2012_val_00039246.JPEG,0.75,0.6545454545454545,0.5,0.5163977794943222,0.3333333333333333,9.010913347279288,Spyros
143,ILSVRC2012_val_00040002.JPEG,0.6875,0.39285714285714285,0.0,0.0,0.0,11.26364168409911,Spyros
144,ILSVRC2012_val_00040676.JPEG,0.75,0.5897435897435898,0.3333333333333333,0.33333333333333326,0.2,9.010913347279288,Spyros
145,ILSVRC2012_val_00040913.JPEG,0.6875,0.5416666666666667,0.28571428571428575,0.28867513459481287,0.16666666666666666,11.26364168409911,Spyros
146,ILSVRC2012_val_00041922.JPEG,1.0,1.0,1.0,1.0,1.0,2.220446049250313e-16,Spyros
147,ILSVRC2012_val_00046002.JPEG,0.6875,0.5512820512820513,0.28571428571428575,0.28867513459481287,0.16666666666666666,11.26364168409911,Spyros
148,ILSVRC2012_val_00049179.JPEG,0.8125,0.6282051282051282,0.4,0.40824829046386313,0.25,6.758185010459466,Spyros
149,ILSVRC2012_val_00049472.JPEG,0.8125,0.4642857142857143,0.0,0.0,0.0,6.758185010459466,Spyros
150,ILSVRC2012_val_00001470.JPEG,0.875,0.5,0.0,1.0,0.0,4.505456673639644,BASELINE
151,ILSVRC2012_val_00003768.JPEG,0.875,0.5,0.0,1.0,0.0,4.505456673639644,BASELINE
152,ILSVRC2012_val_00003808.JPEG,0.875,0.5,0.0,1.0,0.0,4.505456673639644,BASELINE
153,ILSVRC2012_val_00007306.JPEG,0.8125,0.5,0.0,1.0,0.0,6.758185010459466,BASELINE
154,ILSVRC2012_val_00009634.JPEG,0.875,0.5,0.0,1.0,0.0,4.505456673639644,BASELINE
155,ILSVRC2012_val_00010411.JPEG,0.8125,0.5,0.0,1.0,0.0,6.758185010459466,BASELINE
156,ILSVRC2012_val_00014415.JPEG,0.75,0.5,0.0,1.0,0.0,9.010913347279288,BASELINE
157,ILSVRC2012_val_00015178.JPEG,0.75,0.5,0.0,1.0,0.0,9.010913347279288,BASELINE
158,ILSVRC2012_val_00015410.JPEG,0.875,0.5,0.0,1.0,0.0,4.505456673639644,BASELINE
159,ILSVRC2012_val_00017515.JPEG,0.8125,0.5,0.0,1.0,0.0,6.758185010459466,BASELINE
160,ILSVRC2012_val_00018867.JPEG,0.75,0.5,0.0,1.0,0.0,9.010913347279288,BASELINE
161,ILSVRC2012_val_00021683.JPEG,0.875,0.5,0.0,1.0,0.0,4.505456673639644,BASELINE
162,ILSVRC2012_val_00021882.JPEG,0.75,0.5,0.0,1.0,0.0,9.010913347279288,BASELINE
163,ILSVRC2012_val_00023283.JPEG,0.875,0.5,0.0,1.0,0.0,4.505456673639644,BASELINE
164,ILSVRC2012_val_00023750.JPEG,0.875,0.5,0.0,1.0,0.0,4.505456673639644,BASELINE
165,ILSVRC2012_val_00025106.JPEG,0.8125,0.5,0.0,1.0,0.0,6.758185010459466,BASELINE
166,ILSVRC2012_val_00026219.JPEG,0.875,0.5,0.0,1.0,0.0,4.505456673639644,BASELINE
167,ILSVRC2012_val_00030117.JPEG,0.8125,0.5,0.0,1.0,0.0,6.758185010459466,BASELINE
168,ILSVRC2012_val_00030263.JPEG,0.875,0.5,0.0,1.0,0.0,4.505456673639644,BASELINE
169,ILSVRC2012_val_00030540.JPEG,0.875,0.5,0.0,1.0,0.0,4.505456673639644,BASELINE
170,ILSVRC2012_val_00030756.JPEG,0.9375,0.5,0.0,1.0,0.0,2.252728336819822,BASELINE
171,ILSVRC2012_val_00036975.JPEG,0.8125,0.5,0.0,1.0,0.0,6.758185010459466,BASELINE
172,ILSVRC2012_val_00039246.JPEG,0.6875,0.5,0.0,1.0,0.0,11.26364168409911,BASELINE
173,ILSVRC2012_val_00040002.JPEG,0.875,0.5,0.0,1.0,0.0,4.505456673639644,BASELINE
174,ILSVRC2012_val_00040676.JPEG,0.8125,0.5,0.0,1.0,0.0,6.758185010459466,BASELINE
